"Date","Price","Open","High","Low","Vol.","Change %"
"02/22/2023","92.38","95.18","95.18","92.02","0.61K","-4.02%"
"02/21/2023","96.25","94.30","96.20","92.82","0.46K","2.02%"
"02/20/2023","94.35","93.33","95.35","93.33","3.70K","2.25%"
"02/17/2023","92.27","93.00","94.02","92.00","0.84K","-1.36%"
"02/16/2023","93.54","91.90","94.02","91.90","1.68K","3.09%"
"02/15/2023","90.74","87.70","90.18","87.70","0.07K","3.09%"
"02/14/2023","88.01","87.96","89.25","86.50","2.45K","-0.36%"
"02/13/2023","88.33","88.50","89.15","88.30","6.15K","-0.89%"
"02/10/2023","89.12","89.26","89.26","88.20","0.24K","2.19%"
"02/09/2023","87.21","87.21","87.21","87.21","","1.01%"
"02/08/2023","86.34","86.74","86.74","86.32","0.75K","-0.44%"
"02/07/2023","86.72","87.39","87.39","85.15","0.78K","-0.38%"
"02/06/2023","87.05","89.63","91.10","86.80","1.50K","-3.00%"
"02/03/2023","89.74","89.54","91.60","88.00","0.98K","0.55%"
"02/02/2023","89.25","92.00","92.75","88.13","0.61K","-2.31%"
"02/01/2023","91.36","90.00","91.95","89.25","4.61K","2.20%"
"01/31/2023","89.39","85.95","89.18","85.95","4.87K","3.81%"
"01/30/2023","86.11","83.69","84.70","83.69","0.03K","0.72%"
"01/27/2023","85.50","85.70","86.18","85.40","1.18K","0.11%"
"01/26/2023","85.40","82.00","85.40","82.00","0.52K","5.04%"
"01/25/2023","81.30","79.19","79.80","78.65","0.63K","2.84%"
"01/24/2023","79.06","80.26","80.61","78.40","0.84K","-2.99%"
"01/23/2023","81.50","81.50","81.50","81.50","","0.00%"
"01/20/2023","81.50","80.20","81.11","80.20","0.55K","1.04%"
"01/19/2023","80.66","80.63","81.19","80.25","0.27K","1.10%"
"01/18/2023","79.78","78.43","78.43","78.43","1.04K","4.90%"
"01/17/2023","76.06","74.50","75.87","73.86","0.52K","2.37%"
"01/16/2023","74.29","76.10","76.10","74.00","9.67K","-2.37%"
"01/13/2023","76.10","76.64","76.64","76.64","0.03K","-0.63%"
"01/12/2023","76.57","76.57","76.57","76.57","","1.63%"
"01/11/2023","75.35","76.69","77.50","74.99","5.49K","-2.77%"
"01/10/2023","77.50","79.06","79.06","79.06","0.04K","-1.13%"
"01/09/2023","78.38","75.90","78.89","75.90","5.66K","6.07%"
"01/06/2023","73.89","74.88","74.91","74.88","0.07K","-1.81%"
"01/05/2023","75.25","75.25","75.25","75.25","","1.83%"
"01/04/2023","73.90","78.00","78.00","74.00","0.57K","-7.04%"
"01/03/2023","79.50","82.00","82.00","78.80","0.24K","-1.79%"
"12/30/2022","80.94","79.00","80.60","79.00","1.38K","0.46%"
"12/29/2022","80.57","81.20","81.20","81.00","0.11K","-1.92%"
"12/28/2022","82.15","83.76","83.76","81.76","2.06K","-3.96%"
"12/23/2022","85.54","85.54","85.54","85.54","","0.30%"
"12/22/2022","85.29","85.00","85.75","85.00","0.15K","1.82%"
"12/21/2022","83.76","82.70","83.93","82.70","0.41K","-2.15%"
"12/20/2022","85.60","82.81","85.94","82.66","25.28K","2.88%"
"12/19/2022","83.20","83.01","84.57","82.58","3.41K","0.87%"
"12/16/2022","82.48","84.43","85.00","83.44","0.22K","-2.27%"
"12/15/2022","84.40","85.80","86.31","84.21","6.22K","-1.50%"
"12/14/2022","85.68","88.15","88.15","84.19","1.06K","-2.51%"
"12/13/2022","87.89","88.50","88.50","86.60","0.55K","-1.27%"
"12/12/2022","89.03","87.08","88.65","87.08","0.65K","2.94%"
"12/09/2022","86.49","88.00","88.00","88.00","0.00K","-1.40%"
"12/08/2022","87.71","86.84","88.36","86.84","0.71K","0.35%"
"12/07/2022","87.40","88.94","88.94","85.74","1.16K","0.73%"
"12/06/2022","86.77","85.65","86.70","85.65","0.52K","0.08%"
"12/05/2022","86.70","86.75","86.75","85.07","0.28K","-0.11%"
"12/02/2022","86.79","85.00","86.80","84.06","2.12K","3.28%"
"12/01/2022","84.04","84.35","86.92","84.35","2.14K","-0.01%"
"11/30/2022","84.05","80.81","83.50","80.81","5.12K","4.63%"
"11/29/2022","80.33","77.78","80.07","77.78","0.99K","3.27%"
"11/28/2022","77.79","77.00","78.00","76.80","0.11K","-0.15%"
"11/25/2022","77.90","78.60","78.60","77.90","0.15K","0.35%"
"11/24/2022","77.63","75.27","77.50","75.27","0.18K","3.38%"
"11/23/2022","75.10","73.33","75.36","73.33","0.27K","2.82%"
"11/22/2022","73.04","73.04","73.04","73.04","","-0.84%"
"11/21/2022","73.65","72.23","73.79","72.23","0.25K","3.37%"
"11/18/2022","71.25","72.24","72.24","72.24","0.10K","-0.21%"
"11/17/2022","71.40","72.97","73.79","72.97","0.01K","-1.56%"
"11/16/2022","72.54","72.80","72.80","72.80","0.18K","-4.36%"
"11/15/2022","75.84","73.90","76.00","73.51","1.85K","2.24%"
"11/14/2022","74.18","74.38","74.38","74.30","0.28K","-0.68%"
"11/11/2022","74.68","72.75","73.86","72.75","7.80K","3.28%"
"11/10/2022","72.31","70.50","72.50","70.23","9.39K","0.37%"
"11/09/2022","72.04","74.20","74.26","72.56","3.10K","-4.25%"
"11/08/2022","75.24","75.18","75.18","75.00","0.12K","-2.29%"
"11/07/2022","77.00","75.50","75.50","75.38","0.01K","1.93%"
"11/04/2022","75.54","77.02","77.02","76.72","6.01K","-0.21%"
"11/03/2022","75.71","74.76","77.03","74.76","6.42K","-0.21%"
"11/02/2022","75.86","75.86","75.86","75.86","","0.13%"
"11/01/2022","75.76","78.87","78.87","75.05","6.05K","-3.80%"
"10/31/2022","78.76","80.52","80.52","78.04","0.81K","-2.10%"
"10/28/2022","80.45","80.00","81.00","80.00","3.51K","1.82%"
"10/27/2022","79.01","78.02","79.00","78.02","9.50K","6.15%"
"10/26/2022","74.44","75.99","76.89","75.20","17.51K","-2.06%"
"10/25/2022","76.00","71.40","76.81","71.40","8.14K","6.45%"
"10/24/2022","71.40","67.06","71.51","67.06","6.06K","4.66%"
"10/21/2022","68.22","66.66","68.19","66.60","15.53K","3.39%"
"10/20/2022","65.99","66.30","66.69","66.30","3.05K","-0.95%"
"10/19/2022","66.62","68.68","68.68","68.00","0.64K","-0.39%"
"10/18/2022","66.88","66.20","66.20","66.20","0.14K","0.62%"
"10/17/2022","66.47","65.91","66.53","65.91","0.66K","-1.03%"
"10/14/2022","67.17","67.17","67.24","66.63","1.31K","-1.13%"
"10/13/2022","67.93","64.85","67.14","64.85","0.89K","3.37%"
"10/12/2022","65.72","64.68","68.03","64.68","1.40K","0.50%"
"10/11/2022","65.39","65.00","65.50","65.00","0.24K","-0.88%"
"10/10/2022","65.97","68.00","68.00","65.97","0.13K","-4.40%"
"10/07/2022","69.00","68.57","68.92","68.57","0.04K","1.15%"
"10/06/2022","68.22","65.45","65.45","65.45","0.05K","3.14%"
"10/05/2022","66.14","70.00","70.00","68.00","1.69K","-0.70%"
"10/04/2022","66.61","66.70","70.00","65.25","0.10K","2.36%"
"10/03/2022","65.07","65.07","65.07","65.07","","-0.98%"
"09/30/2022","65.72","66.24","66.52","66.24","1.09K","0.78%"
"09/29/2022","65.21","64.03","64.03","64.03","1.39K","1.23%"
"09/28/2022","64.42","66.12","66.12","63.80","2.77K","-4.06%"
"09/27/2022","67.14","68.08","68.08","68.08","1.00K","-2.92%"
"09/26/2022","69.16","65.09","70.21","64.66","1.33K","6.29%"
"09/23/2022","65.07","68.78","68.78","64.94","2.02K","-5.94%"
"09/22/2022","69.18","69.36","69.36","69.36","0.06K","0.39%"
"09/21/2022","68.91","68.75","68.75","68.75","0.34K","-1.80%"
"09/20/2022","70.18","70.30","73.45","69.50","1.08K","-2.39%"
"09/16/2022","71.89","72.24","72.24","72.24","0.02K","1.11%"
"09/15/2022","71.10","70.43","70.59","69.30","1.40K","0.28%"
"09/14/2022","70.90","69.00","71.44","68.50","7.18K","2.55%"
"09/13/2022","69.14","71.15","72.33","67.59","5.42K","-2.86%"
"09/12/2022","71.17","66.68","68.76","66.66","2.85K","8.91%"
"09/09/2022","65.35","64.97","66.00","64.97","0.78K","-1.73%"
"09/08/2022","66.50","67.28","67.28","65.80","2.49K","-3.48%"
"09/07/2022","68.90","69.60","69.96","68.05","2.58K","0.23%"
"09/06/2022","68.75","72.50","72.50","69.00","3.98K","-6.07%"
"09/05/2022","73.19","75.00","75.00","73.37","2.08K","-4.80%"
"09/02/2022","76.88","78.62","78.62","76.62","0.25K","-3.48%"
"09/01/2022","79.65","77.66","80.00","76.91","2.93K","0.54%"
"08/31/2022","79.22","80.28","80.28","79.00","7.83K","-0.48%"
"08/30/2022","79.60","88.00","88.00","79.03","14.29K","-10.62%"
"08/26/2022","89.06","88.33","89.13","87.26","1.01K","1.58%"
"08/25/2022","87.68","88.50","88.50","88.50","0.03K","-0.50%"
"08/24/2022","88.11","88.33","88.33","88.25","0.64K","-0.19%"
"08/23/2022","88.29","92.34","92.34","88.82","0.21K","-2.83%"
"08/22/2022","90.86","96.00","96.16","90.01","1.26K","-5.77%"
"08/19/2022","96.42","95.14","96.85","95.14","0.66K","0.82%"
"08/18/2022","95.63","92.71","94.72","90.81","2.55K","0.62%"
"08/17/2022","95.04","92.00","95.00","92.00","4.90K","4.17%"
"08/16/2022","91.24","90.00","91.20","89.77","2.13K","1.67%"
"08/15/2022","89.74","88.31","89.50","88.31","0.79K","7.47%"
"08/12/2022","83.50","87.38","88.00","87.38","1.40K","-3.06%"
"08/11/2022","86.14","85.00","86.66","85.00","0.09K","1.34%"
"08/10/2022","85.00","85.00","85.00","85.00","","0.28%"
"08/09/2022","84.76","83.58","85.00","83.58","0.71K","1.73%"
"08/08/2022","83.32","83.97","84.00","82.74","0.08K","-0.83%"
"08/05/2022","84.01","84.00","84.00","83.91","0.52K","0.82%"
"08/04/2022","83.33","83.50","83.50","83.40","0.03K","0.31%"
"08/03/2022","83.07","82.95","83.00","82.95","0.25K","2.53%"
"08/02/2022","81.03","79.63","79.63","79.63","0.00K","1.76%"
"08/01/2022","79.62","79.62","79.62","79.62","","2.96%"
"07/29/2022","77.33","77.33","77.33","77.33","","-0.76%"
"07/28/2022","77.93","76.40","76.40","76.22","0.06K","3.50%"
"07/27/2022","75.29","78.30","78.30","75.49","0.01K","-0.96%"
"07/26/2022","76.02","76.14","76.14","75.75","0.15K","0.64%"
"07/25/2022","75.54","75.00","76.69","75.00","0.45K","-0.48%"
"07/22/2022","75.90","79.00","79.00","79.00","0.32K","-1.68%"
"07/21/2022","77.20","78.44","78.44","77.13","1.11K","-1.50%"
"07/20/2022","78.38","80.50","80.50","77.96","0.46K","-5.08%"
"07/19/2022","82.57","83.22","83.22","82.09","0.13K","-1.68%"
"07/18/2022","83.99","84.09","84.09","83.84","0.14K","-0.78%"
"07/15/2022","84.64","84.64","84.64","84.64","","1.73%"
"07/14/2022","83.21","83.11","83.20","82.78","1.20K","0.12%"
"07/13/2022","83.11","83.11","83.11","83.11","","-1.94%"
"07/12/2022","84.75","84.11","84.11","84.11","0.13K","1.46%"
"07/11/2022","83.53","83.00","83.00","83.00","0.07K","1.71%"
"07/08/2022","82.13","83.05","83.05","82.46","0.21K","-2.41%"
"07/07/2022","84.15","84.15","84.15","84.15","","1.72%"
"07/06/2022","82.72","83.25","83.25","83.25","0.20K","0.42%"
"07/05/2022","82.38","82.13","82.13","82.13","0.01K","-1.60%"
"07/04/2022","83.71","86.83","86.83","84.50","2.76K","-1.17%"
"07/01/2022","84.71","87.91","88.33","84.12","3.34K","-4.62%"
"06/30/2022","88.82","86.88","89.05","86.88","2.03K","1.74%"
"06/29/2022","87.29","86.30","88.90","86.30","3.96K","0.87%"
"06/28/2022","86.54","83.90","86.60","83.90","0.26K","3.41%"
"06/27/2022","83.69","82.77","84.58","82.76","0.63K","1.23%"
"06/24/2022","82.67","83.28","83.40","83.28","0.01K","-0.27%"
"06/23/2022","82.89","80.84","83.00","80.84","3.79K","2.57%"
"06/22/2022","80.82","83.26","83.26","80.75","3.55K","-3.28%"
"06/21/2022","83.56","83.78","83.78","83.78","0.04K","0.60%"
"06/20/2022","83.06","82.54","82.54","82.54","0.10K","1.86%"
"06/17/2022","81.54","82.21","83.06","81.89","0.77K","-0.89%"
"06/16/2022","82.26","85.75","85.81","81.87","1.03K","-4.06%"
"06/15/2022","85.75","84.00","85.50","83.75","2.31K","2.99%"
"06/14/2022","83.26","82.51","83.55","82.22","7.12K","3.10%"
"06/13/2022","80.75","79.54","81.00","79.45","0.67K","-0.68%"
"06/10/2022","81.31","80.46","81.61","80.46","0.41K","1.27%"
"06/09/2022","80.29","79.00","80.73","79.00","0.82K","1.11%"
"06/08/2022","79.40","82.19","82.19","78.60","0.71K","-0.96%"
"06/07/2022","80.18","81.00","81.61","80.00","1.18K","-0.76%"
"06/06/2022","80.79","85.00","85.00","81.00","1.75K","-5.46%"
"06/01/2022","85.46","84.59","85.00","84.40","2.08K","2.51%"
"05/31/2022","83.36","82.68","83.37","82.68","1.05K","0.71%"
"05/30/2022","82.78","82.78","82.78","82.78","","-0.70%"
"05/27/2022","83.36","84.00","84.57","83.28","0.97K","-1.21%"
"05/26/2022","84.38","81.00","84.00","81.00","6.78K","4.58%"
"05/25/2022","80.68","80.22","81.44","80.22","0.83K","0.34%"
"05/24/2022","80.42","77.53","81.30","77.53","6.62K","4.19%"
"05/23/2022","77.18","79.75","79.75","77.50","4.68K","-3.11%"
"05/20/2022","79.65","80.84","81.28","80.00","3.87K","-2.88%"
"05/19/2022","82.02","82.82","82.92","79.32","8.23K","-2.16%"
"05/18/2022","83.83","87.46","88.01","82.60","67.94K","-7.62%"
"05/17/2022","90.74","90.12","91.14","90.12","0.75K","2.37%"
"05/16/2022","88.64","88.86","88.86","87.70","1.60K","1.44%"
"05/13/2022","87.38","88.62","88.62","87.19","1.23K","0.15%"
"05/12/2022","87.25","85.69","87.55","85.69","37.95K","-0.56%"
"05/11/2022","87.74","84.28","88.53","82.53","132.81K","1.43%"
"05/10/2022","86.50","85.49","86.47","85.49","0.79K","0.44%"
"05/09/2022","86.13","87.08","87.08","86.00","0.24K","-5.06%"
"05/06/2022","90.72","88.93","91.16","88.93","3.77K","3.14%"
"05/05/2022","87.96","86.36","91.00","86.27","9.99K","1.06%"
"05/04/2022","87.04","87.75","87.75","85.00","1.94K","-0.39%"
"05/03/2022","87.39","82.05","87.70","82.05","1.56K","5.36%"
"04/29/2022","82.94","82.92","83.70","81.88","1.50K","1.10%"
"04/28/2022","82.04","81.08","81.22","81.08","2.84K","2.27%"
"04/27/2022","80.21","79.62","79.67","77.80","4.15K","-1.58%"
"04/26/2022","81.50","83.14","83.14","82.00","5.50K","-1.31%"
"04/25/2022","82.58","85.52","85.93","82.78","0.94K","-6.39%"
"04/22/2022","88.21","86.22","88.10","86.22","1.34K","2.65%"
"04/21/2022","85.94","86.06","86.50","85.30","0.66K","-0.40%"
"04/20/2022","86.29","79.40","86.88","79.35","21.38K","8.47%"
"04/19/2022","79.55","79.67","81.85","79.30","3.02K","0.37%"
"04/14/2022","79.26","77.56","78.24","77.56","0.01K","3.04%"
"04/13/2022","76.93","77.25","77.25","76.97","0.64K","-2.08%"
"04/12/2022","78.56","76.80","76.80","76.52","0.21K","1.67%"
"04/11/2022","77.27","79.00","79.00","77.24","0.90K","-2.88%"
"04/08/2022","79.56","79.93","80.16","79.72","0.42K","0.16%"
"04/07/2022","79.43","76.58","79.59","76.58","0.29K","3.58%"
"04/06/2022","76.68","78.00","78.00","76.66","3.21K","-1.54%"
"04/05/2022","77.89","78.16","78.16","77.38","0.25K","-0.15%"
"04/04/2022","78.00","76.95","78.48","76.95","0.32K","0.52%"
"04/01/2022","77.60","78.60","78.60","77.46","1.19K","2.10%"
"03/31/2022","76.00","78.89","79.15","75.10","2.76K","-2.21%"
"03/30/2022","77.72","78.89","78.89","76.57","3.18K","-3.97%"
"03/29/2022","80.93","80.00","81.11","80.00","2.85K","1.00%"
"03/28/2022","80.13","75.68","81.28","75.68","3.32K","2.70%"
"03/25/2022","78.01","78.01","78.01","78.01","","-0.19%"
"03/24/2022","78.16","76.62","76.80","75.50","4.52K","2.35%"
"03/23/2022","76.36","79.87","79.93","75.59","2.43K","-4.52%"
"03/22/2022","79.98","78.50","80.50","78.49","2.30K","2.51%"
"03/21/2022","78.03","80.00","80.00","76.72","0.79K","-0.07%"
"03/18/2022","78.08","79.51","79.51","78.50","0.34K","-1.48%"
"03/17/2022","79.25","78.00","79.51","76.54","0.46K","2.08%"
"03/16/2022","77.64","76.92","76.92","75.34","1.72K","1.60%"
"03/15/2022","76.41","79.00","79.00","75.50","0.32K","-1.75%"
"03/14/2022","77.77","78.14","79.00","77.80","5.38K","2.44%"
"03/11/2022","75.92","75.78","76.90","75.32","1.49K","1.39%"
"03/10/2022","74.88","75.00","75.78","69.35","2.84K","3.62%"
"03/09/2022","72.26","72.00","73.14","69.90","6.16K","6.66%"
"03/08/2022","67.75","59.17","66.12","57.94","2.70K","17.39%"
"03/07/2022","57.72","64.00","64.00","56.60","9.58K","-10.75%"
"03/04/2022","64.67","67.00","68.10","63.36","4.56K","-2.52%"
"03/03/2022","66.34","68.54","68.82","63.44","5.29K","-1.53%"
"03/02/2022","67.37","74.99","74.99","55.64","7.15K","-2.93%"
"03/01/2022","69.40","81.11","81.99","67.73","6.02K","-14.46%"
"02/28/2022","81.14","86.35","86.35","81.00","3.14K","-6.90%"
"02/25/2022","87.15","87.60","87.60","86.67","0.06K","0.74%"
"02/24/2022","86.51","94.43","94.43","86.57","6.00K","-8.38%"
"02/23/2022","94.43","92.25","94.50","92.25","8.21K","6.10%"
"02/22/2022","89.00","87.88","89.37","87.88","1.57K","-0.02%"
"02/21/2022","89.01","88.67","89.30","88.46","4.63K","0.39%"
"02/18/2022","88.67","87.39","88.33","87.10","2.45K","3.41%"
"02/17/2022","85.75","89.03","89.03","85.60","3.14K","-3.73%"
"02/16/2022","89.07","88.59","89.45","87.30","3.34K","-0.69%"
"02/15/2022","89.68","90.79","91.78","89.79","6.23K","-1.23%"
"02/14/2022","90.81","92.46","92.46","90.16","0.97K","-1.64%"
"02/11/2022","92.32","93.40","93.40","89.38","3.11K","1.70%"
"02/10/2022","90.78","92.14","92.14","88.83","4.96K","-0.69%"
"02/09/2022","91.41","98.02","98.02","90.00","4.56K","-4.02%"
"02/08/2022","95.24","97.62","97.64","95.60","15.95K","-0.20%"
"02/07/2022","95.43","95.33","96.03","93.75","2.31K","0.11%"
"02/04/2022","95.33","95.00","96.66","94.49","3.22K","0.74%"
"02/03/2022","94.63","94.00","94.80","91.66","5.66K","1.59%"
"02/02/2022","93.14","87.00","94.00","87.00","3.24K","4.82%"
"02/01/2022","88.86","91.11","91.11","87.12","1.75K","-0.02%"
"01/31/2022","88.88","89.38","89.81","89.30","3.14K","-0.66%"
"01/28/2022","89.47","89.00","89.85","89.00","50.51K","-0.42%"
"01/27/2022","89.85","88.18","89.88","88.18","1.68K","1.19%"
"01/26/2022","88.79","88.00","90.37","88.00","5.53K","1.79%"
"01/25/2022","87.22","84.85","87.99","84.85","1.89K","4.35%"
"01/24/2022","83.59","85.90","87.00","82.81","6.09K","-0.96%"
"01/21/2022","84.40","85.53","85.53","84.00","7.26K","-0.94%"
"01/20/2022","85.20","81.00","85.05","81.00","0.86K","4.41%"
"01/19/2022","81.61","84.60","84.60","81.50","0.63K","-0.76%"
"01/18/2022","82.23","83.00","83.00","80.00","0.19K","2.50%"
"01/17/2022","80.22","84.31","84.31","81.00","0.29K","-2.46%"
"01/14/2022","82.25","83.00","83.93","82.25","1.08K","1.70%"
"01/13/2022","80.88","80.25","81.32","77.95","2.44K","1.07%"
"01/12/2022","80.02","81.53","81.66","79.00","2.21K","-2.09%"
"01/11/2022","81.73","81.11","83.74","81.00","2.43K","1.63%"
"01/10/2022","80.42","87.44","87.44","80.00","4.10K","-5.72%"
"01/07/2022","85.30","87.12","87.12","85.45","3.40K","-1.75%"
"01/06/2022","86.82","87.50","87.50","86.13","0.69K","-0.81%"
"01/05/2022","87.52","86.24","88.00","85.50","2.29K","3.21%"
"01/04/2022","84.80","83.56","86.00","83.56","1.27K","6.57%"
"12/31/2021","79.57","80.00","80.00","79.79","0.60K","-0.28%"
"12/30/2021","79.80","80.42","80.42","79.40","0.01K","-0.15%"
"12/29/2021","79.92","80.05","80.05","78.00","4.58K","7.32%"
"12/24/2021","74.47","72.34","75.97","72.34","0.38K","0.36%"
"12/23/2021","74.21","76.15","76.15","74.00","1.16K","-3.50%"
"12/22/2021","76.89","76.30","79.77","75.76","8.13K","-3.88%"
"12/21/2021","80.00","84.00","84.00","79.00","4.14K","-0.14%"
"12/20/2021","80.11","75.38","79.55","74.80","3.03K","8.94%"
"12/17/2021","73.54","86.02","86.02","74.86","16.58K","-13.26%"
"12/16/2021","84.78","81.07","85.00","80.87","5.25K","5.21%"
"12/15/2021","80.57","79.87","81.29","79.87","5.20K","0.92%"
"12/14/2021","79.84","82.20","82.20","79.00","2.24K","-3.03%"
"12/13/2021","82.33","85.95","86.53","81.84","14.94K","-1.35%"
"12/10/2021","83.46","82.00","83.26","80.44","155.69K","3.48%"
"12/09/2021","80.65","90.61","90.61","80.85","18.35K","-10.50%"
"12/08/2021","90.12","86.88","90.81","86.88","55.43K","5.84%"
"12/07/2021","85.14","83.44","85.50","83.04","6.15K","4.66%"
"12/06/2021","81.36","80.10","81.79","80.10","14.20K","3.62%"
"12/03/2021","78.51","81.78","81.78","79.21","0.43K","-1.60%"
"12/02/2021","79.79","90.00","90.00","77.09","0.31K","3.46%"
"12/01/2021","77.11","75.96","77.43","75.55","3.43K","2.18%"
"11/30/2021","75.47","74.95","75.93","74.95","39.23K","1.48%"
"11/29/2021","74.37","73.33","75.84","73.33","87.75K","1.42%"
"11/26/2021","73.33","72.76","73.94","72.74","1.59K","-1.89%"
"11/25/2021","74.75","73.40","74.64","72.62","101.45K","2.31%"
"11/24/2021","73.06","70.02","73.56","69.50","14.24K","5.43%"
"11/23/2021","69.29","70.16","70.74","70.06","2.22K","-1.13%"
"11/22/2021","70.09","70.86","71.51","69.85","9.44K","0.80%"
"11/19/2021","69.54","70.17","70.17","69.30","2.67K","0.75%"
"11/18/2021","69.02","67.00","69.05","66.64","602.33K","2.12%"
"11/17/2021","67.58","68.00","68.74","67.70","4.51K","-0.19%"
"11/16/2021","67.71","67.01","69.00","67.01","16.09K","1.73%"
"11/15/2021","66.57","64.81","66.09","64.70","9.08K","4.77%"
"11/12/2021","63.53","64.60","64.60","63.75","1.28K","-0.75%"
"11/11/2021","64.01","65.16","65.16","63.40","2.23K","1.15%"
"11/10/2021","63.29","61.36","61.36","61.36","1.95K","4.54%"
"11/09/2021","60.54","61.15","61.15","61.15","1.00K","-0.25%"
"11/08/2021","60.69","61.00","61.12","60.25","24.91K","1.91%"
"11/05/2021","59.55","60.05","60.80","59.75","4.73K","-1.23%"
