Open,Close,High,Low,Volume,Date
66.5,66.6,66.6,65.75,,01/07/21
65.75,64.25,65.75,64.2,,01/06/21
68.5,64.9,68.75,65.9,,01/05/21
69.75,69.3,70.25,69.75,,01/04/21
0,69,0,0,,12/31/20
0,66.1,0,0,,12/24/20
0,66.05,0,0,,12/23/20
0,66.1,0,0,,12/22/20
0,66.1,0,0,,12/21/20
65.65,66,66,65.65,,12/18/20
0,65.65,0,0,,12/17/20
0,65.6,0,0,,12/16/20
0,65.8,0,0,,12/15/20
65.45,65.4,65.45,65.4,,12/14/20
65,65,65,65,,12/11/20
63.6,64,64,63.5,,12/10/20
0,63.3,0,0,,12/09/20
51,51.05,51.3,51,,11/09/20
50.75,50.8,50.75,50.75,,11/06/20
50.85,51.4,51.25,50.85,,11/05/20
50.8,50.85,50.85,50.8,,11/04/20
50.9,51.05,51.25,50.9,,11/03/20
50.7,50.9,51,50.7,,11/02/20
0,51.8,0,0,,10/30/20
56.25,56.1,56.25,56.25,,10/29/20
0,56.5,0,0,,10/28/20
56.25,56.55,56.6,56.25,,10/27/20
0,56.7,0,0,,10/26/20
56.7,56.7,56.9,56.7,,10/23/20
0,56.75,0,0,,10/22/20
56.5,56.5,56.5,56.5,,10/21/20
57.1,57.1,57.1,57.1,,10/20/20
57.1,57.1,57.1,57.1,,10/19/20
56.95,57,56.95,56.95,,10/16/20
56.5,56.8,57.05,56.4,,10/15/20
56.8,56.6,56.8,56.8,,10/14/20
56.5,56.5,56.5,56.5,,10/13/20
57.3,56.85,57.3,56.75,,10/12/20
57.45,57.6,57.5,57.45,,10/09/20
57.6,57.7,57.6,57.6,,10/08/20
57.4,57.65,57.4,57.4,,10/07/20
0,57.7,0,0,,10/06/20
57.25,57.7,57.4,57.25,,10/05/20
56.8,56.4,56.8,56.4,,10/02/20
57.65,57.35,57.7,57.6,,10/01/20
56.75,57.2,57.1,56.75,,09/30/20
56.9,57.05,57.3,56.9,,09/29/20
56.7,57.2,57.3,56.7,,09/28/20
0,55.95,0,0,,09/25/20
52.3,52.25,52.3,52.3,,09/24/20
52.15,52.15,52.15,52.15,,09/23/20
0,52.1,0,0,,09/22/20
52,52.1,52,52,,09/21/20
51.9,52,51.9,51.9,,09/18/20
52.1,51.9,52.1,52.05,,09/17/20
52.05,51.9,52.05,52.05,,09/16/20
0,51.8,0,0,,09/15/20
0,51.7,0,0,,09/14/20
51.5,51.7,51.5,51.5,,09/11/20
51.75,51.7,51.75,51.75,,09/10/20
51.5,51.2,51.75,51.5,,09/09/20
51,51.2,51,51,,09/08/20
0,51,0,0,,09/07/20
0,51.4,0,0,,09/04/20
51.5,51.5,51.5,51.5,,09/03/20
52,51.5,52,51.4,,09/02/20
52.5,52.7,52.8,52.25,,09/01/20
52.75,52.9,52.75,52.75,,08/31/20
0,52.2,0,0,,08/28/20
0,48.9,0,0,,08/27/20
0,48.95,0,0,,08/26/20
0,48.9,0,0,,08/25/20
0,48.8,0,0,,08/24/20
0,48.65,0,0,,08/21/20
0,48.9,0,0,,08/20/20
0,49.15,0,0,,08/19/20
0,49.35,0,0,,08/18/20
0,49.4,0,0,,08/17/20
50,49.25,50,49.3,,08/14/20
49.5,49.5,49.5,49.5,,08/13/20
49.75,49.7,49.8,49.75,,08/12/20
50.5,50.3,50.5,50.35,,08/11/20
50.85,50.55,50.9,50.85,,08/10/20
0,50.8,0,0,,08/07/20
0,50.2,0,0,,08/06/20
51.5,51.3,51.5,51,,08/05/20
51.75,51.6,51.75,51.6,,08/04/20
51.75,51.7,51.75,51.65,,08/03/20
0,51.9,0,0,,07/31/20
0,49.85,0,0,,07/30/20
0,49.7,0,0,,07/29/20
0,49.7,0,0,,07/28/20
0,49.5,0,0,,07/27/20
49.6,49.55,49.6,49.6,,07/24/20
49.4,49.6,49.4,49.4,,07/23/20
0,49.7,0,0,,07/22/20
0,49.6,0,0,,07/21/20
48.7,49.05,49,48.7,,07/20/20
0,49.25,0,0,,07/17/20
0,49,0,0,,07/16/20
0,49,0,0,,07/15/20
47.5,48.65,48,47.5,,07/14/20
48.95,48.8,48.95,48.95,,07/13/20
0,48.7,0,0,,07/10/20
49.5,49.3,49.5,49,,07/09/20
49.5,49.5,49.5,49.5,,07/08/20
50.5,50.65,50.5,50.5,,07/07/20
0,51.2,0,0,,07/06/20
50.5,50.9,50.5,50.5,,07/03/20
51.1,51.05,51.1,50.65,,07/02/20
49.8,49.95,50,49.8,,07/01/20
49.5,49.85,49.6,49.1,,06/30/20
49.9,50.05,50,49.9,,06/29/20
0,49.45,0,0,,06/26/20
0,45.25,0,0,,06/25/20
0,45.25,0,0,,06/24/20
45.25,44.85,45.25,45.25,,06/23/20
0,45.6,0,0,,06/22/20
0,45,0,0,,06/19/20
0,44.7,0,0,,06/18/20
0,44.6,0,0,,06/17/20
0,44.8,0,0,,06/16/20
44.8,45,44.8,44.8,,06/15/20
0,44.5,0,0,,06/12/20
44.4,44.35,44.4,44.4,,06/11/20
44.5,44.95,44.5,44.5,,06/10/20
45.6,45.6,45.6,45.3,,06/09/20
46.25,45.95,46.25,46.25,,06/08/20
0,46.2,0,0,,06/05/20
45.7,45.7,45.7,45.7,,06/04/20
46.3,46.6,46.3,46.3,,06/03/20
46,46.75,47,46,,06/02/20
42,44.85,44.5,42,,06/01/20
0,42.1,0,0,,05/29/20
0,38.8,0,0,,05/28/20
0,38.7,0,0,,05/27/20
0,38.6,0,0,,05/26/20
0,38.75,0,0,,05/25/20
38.65,38.65,38.65,38.55,,05/22/20
0,38.75,0,0,,05/21/20
38.85,38.8,38.85,38.65,,05/20/20
0,38.85,0,0,,05/19/20
38.75,38.85,38.95,38.75,,05/18/20
38.75,38.75,38.75,38.55,,05/15/20
0,39.1,0,0,,05/14/20
0,39.35,0,0,,05/13/20
0,39.7,0,0,,05/12/20
0,39.9,0,0,,05/11/20
0,40,0,0,,05/08/20
0,40.2,0,0,,05/07/20
40.15,40,40.15,40.15,,05/06/20
0,39.6,0,0,,05/05/20
39,39,39,39,,05/04/20
0,39.5,0,0,,05/01/20
0,39.85,0,0,,04/30/20
39,39,39,39,,04/29/20
0,38.45,0,0,,04/28/20
40,39.1,40,39.05,,04/27/20
0,41.1,0,0,,04/24/20
0,44.9,0,0,,04/23/20
0,45.15,0,0,,04/22/20
0,45.45,0,0,,04/21/20
0,45.55,0,0,,04/20/20
45.75,45.4,45.75,45.6,,04/17/20
0,45.5,0,0,,04/16/20
0,45.3,0,0,,04/15/20
45.75,45.75,45.75,45.75,,04/14/20
0,46.7,0,0,,04/13/20
46.85,46.8,46.85,46.85,,04/09/20
0,46.6,0,0,,04/08/20
46.5,47.05,46.5,46.5,,04/07/20
46.1,46.3,46.1,46.1,,04/06/20
46.95,46.1,46.95,46.9,,04/03/20
47.85,47.45,47.85,47.4,,04/02/20
48.1,48.1,48.1,48,,04/01/20
51,49.3,51,49.9,,03/31/20
51.8,50.75,51.8,50.75,,03/30/20
0,52.6,0,0,,03/27/20
0,47.95,0,0,,03/26/20
47.9,48.25,47.9,47.9,,03/25/20
47.7,47.65,47.85,47.7,,03/24/20
0,47.4,0,0,,03/23/20
47.4,47.5,47.45,47.4,,03/20/20
46.5,46.9,46.5,46.5,,03/19/20
0,47.8,0,0,,03/18/20
0,47.1,0,0,,03/17/20
0,46.5,0,0,,03/16/20
0,46.55,0,0,,03/13/20
46.3,45.8,46.3,46.3,,03/12/20
0,46.5,0,0,,03/11/20
0,46.4,0,0,,03/10/20
46.5,46.4,46.5,46.25,,03/09/20
47.1,47.4,47.25,47.1,,03/06/20
47.6,47.8,47.6,47.4,,03/05/20
46.75,47.3,47.2,46.75,,03/04/20
47.95,46.95,47.65,47,,03/03/20
0,46.85,0,0,,03/02/20
0,46.65,0,0,,02/28/20
0,47.9,0,0,,02/27/20
0,48,0,0,,02/26/20
0,48.15,0,0,,02/25/20
0,48,0,0,,02/24/20
0,48.3,0,0,,02/21/20
48.45,48.4,48.45,48.45,,02/20/20
0,49.3,0,0,,02/19/20
0,49.7,0,0,,02/18/20
50.4,50.55,50.4,50.4,,02/17/20
50.25,50.3,50.3,50.25,,02/14/20
49.7,49.9,50,49.7,,02/13/20
48.5,48.75,48.75,48.5,,02/12/20
0,48,0,0,,02/11/20
47.8,47.5,47.8,47.8,,02/10/20
48.65,48.2,48.65,48.15,,02/07/20
48.75,48.9,48.75,48.75,,02/06/20
49.25,49.45,50.05,49.25,,02/05/20
48,48.9,48.2,48,,02/04/20
47.8,47.7,47.8,47.4,,02/03/20
0,50.35,0,0,,01/31/20
0,50.45,0,0,,01/30/20
0,50.15,0,0,,01/29/20
50.4,50.35,50.4,50.4,,01/28/20
0,50.35,0,0,,01/27/20
0,50.25,0,0,,01/24/20
0,50.4,0,0,,01/23/20
50.35,50.25,50.35,50.35,,01/22/20
0,50.6,0,0,,01/21/20
0,49.75,0,0,,01/20/20
0,50.5,0,0,,01/17/20
51.25,51,51.25,51,,01/16/20
52,51.8,52,51.9,,01/15/20
52.5,52.2,52.5,52.5,,01/14/20
53.2,53.5,53.4,53.2,,01/13/20
52.65,52.9,53.2,52.65,,01/10/20
52.5,52.7,52.75,52.5,,01/09/20
0,52.5,0,0,,01/08/20
52.25,52.55,52.3,52.25,,01/07/20
0,52.65,0,0,,01/06/20
52.75,52.75,52.75,52.5,,01/03/20
0,52.1,0,0,,01/02/20
53.5,53,53.5,53.15,,12/31/19
52.65,52.75,52.65,52.65,,12/30/19
0,54.2,0,0,,12/27/19
0,53.2,0,0,,12/26/19
0,53.2,0,0,,12/24/19
52.75,53.4,52.75,52.75,,12/23/19
0,53.45,0,0,,12/20/19
0,53.35,0,0,,12/19/19
0,53.5,0,0,,12/18/19
0,53.5,0,0,,12/17/19
0,53.5,0,0,,12/16/19
53.7,53.6,53.7,53.7,,12/13/19
53.75,54,53.8,53.6,,12/12/19
53.5,53.5,53.5,53.5,,12/11/19
53.5,53.6,53.5,53.4,,12/10/19
53.8,54.2,53.8,53.8,,12/09/19
54.7,54.35,54.7,54.3,,12/06/19
55.7,55.2,55.7,55.2,,12/05/19
56.1,56,56.2,56.1,,12/04/19
56.75,56.4,56.75,56.4,,12/03/19
57.25,57.3,57.25,57.15,,12/02/19
0,58.65,0,0,,11/29/19
0,56.1,0,0,,11/28/19
0,55.85,0,0,,11/27/19
0,56.15,0,0,,11/26/19
0,55.9,0,0,,11/25/19
0,55.95,0,0,,11/22/19
56,56.05,56,56,,11/21/19
55.5,55.5,55.5,55.5,,11/20/19
0,55.35,0,0,,11/19/19
54.75,54.8,54.75,54.75,,11/18/19
0,55.85,0,0,,11/15/19
55.3,55.75,55.3,55.3,,11/14/19
55.3,55.3,55.3,55.3,,11/13/19
55.35,55.3,55.35,55.35,,11/12/19
55.45,55.2,55.45,55.3,,11/11/19
0,55.8,0,0,,11/08/19
56.1,56.2,56.15,56,,11/07/19
0,56.1,0,0,,11/06/19
56.9,56.9,56.9,56.9,,11/05/19
56.25,56.75,56.8,56.25,,11/04/19
0,56.95,0,0,,11/01/19
56.25,56.4,56.5,55.8,,10/31/19
57.25,56.2,57.25,56.15,,10/30/19
56.5,56.7,56.6,56.4,,10/29/19
56.4,56.4,56.4,56,,10/28/19
0,57.3,0,0,,10/25/19
0,59.9,0,0,,10/24/19
0,60.15,0,0,,10/23/19
0,60.15,0,0,,10/22/19
0,60.1,0,0,,10/21/19
0,60,0,0,,10/18/19
0,60.1,0,0,,10/17/19
0,60.25,0,0,,10/16/19
61,60.43,61,60.5,,10/15/19
60.75,60.92,60.75,60.7,,10/14/19
61,60.75,61,60.5,,10/11/19
60.7,60.7,60.7,60.7,,10/10/19
61.5,60.75,61.5,61,,10/09/19
60.25,61.3,61.2,60.25,,10/08/19
0,60.25,0,0,,10/07/19
0,59.65,0,0,,10/04/19
59.5,59.2,59.5,59.5,,10/03/19
59.8,59.4,59.8,59.8,,10/02/19
59.25,60,60,59.25,,10/01/19
59.8,60.9,60.5,59.5,,09/30/19
0,59.65,0,0,,09/27/19
0,60.9,0,0,,09/26/19
0,60.25,0,0,,09/25/19
0,61,0,0,,09/24/19
0,60.9,0,0,,09/23/19
0,61.25,0,0,,09/20/19
0,60.9,0,0,,09/19/19
0,61.05,0,0,,09/18/19
0,61.55,0,0,,09/17/19
61.75,61.75,61.75,61.75,,09/16/19
61.25,60.95,61.25,61.25,,09/13/19
0,60.75,0,0,,09/12/19
60.3,60.45,60.3,60.3,,09/11/19
60,60.65,60,60,,09/10/19
58.2,58.4,58.2,58.2,,09/09/19
57.5,57.65,57.5,57.5,,09/06/19
57.2,57.4,57.2,57.2,,09/05/19
57.1,56.75,57.35,56.8,,09/04/19
55.4,56.95,57,55.4,,09/03/19
53.95,55.3,55.4,53.75,,09/02/19
0,54.75,0,0,,08/30/19
0,54.7,0,0,,08/29/19
0,54.8,0,0,,08/28/19
0,54.95,0,0,,08/27/19
0,54.9,0,0,,08/26/19
0,54.9,0,0,,08/23/19
0,55.1,0,0,,08/22/19
0,55.35,0,0,,08/21/19
0,55.65,0,0,,08/20/19
0,55.8,0,0,,08/19/19
0,55.9,0,0,,08/16/19
0,56,0,0,,08/15/19
0,56.1,0,0,,08/14/19
0,56.4,0,0,,08/13/19
0,56.3,0,0,,08/12/19
0,56.25,0,0,,08/09/19
0,56.5,0,0,,08/08/19
56,56.15,56,56,,08/07/19
56.7,56.1,56.75,55.75,,08/06/19
57.5,57.05,57.5,57,,08/05/19
58.15,58.15,58.5,58,,08/02/19
58,58.55,58.3,58,,08/01/19
58.25,57.9,58.7,57.8,,07/31/19
57.8,57.9,58,57.6,,07/30/19
59.5,58,59.5,58,,07/29/19
0,59.7,0,0,,07/26/19
0,58.1,0,0,,07/25/19
0,58.1,0,0,,07/24/19
0,58.1,0,0,,07/23/19
58.15,58.1,58.15,58.15,,07/22/19
0,58,0,0,,07/19/19
0,57.65,0,0,,07/18/19
0,57.8,0,0,,07/17/19
0,57.3,0,0,,07/16/19
0,57.75,0,0,,07/15/19
58.1,57.85,58.1,57.6,,07/12/19
0,58.5,0,0,,07/11/19
56.25,58.1,58.5,56.25,,07/10/19
56.3,56.4,56.6,56.3,,07/09/19
57,57.05,57.55,56.6,,07/08/19
55,56.3,56.2,55,,07/05/19
52.9,55.3,54,52.9,,07/04/19
52,52.8,52.75,52,,07/03/19
51.6,51.45,51.85,51.25,,07/02/19
50.75,50.55,50.9,50.4,,07/01/19
0,49.6,0,0,,06/28/19
0,48.9,0,0,,06/27/19
0,48.9,0,0,,06/26/19
0,48.95,0,0,,06/25/19
0,48.95,0,0,,06/24/19
0,49,0,0,,06/21/19
0,48.95,0,0,,06/20/19
0,48.7,0,0,,06/19/19
0,48.65,0,0,,06/18/19
50,49.35,50,49,,06/17/19
0,50,0,0,,06/14/19
0,50.25,0,0,,06/13/19
0,50.5,0,0,,06/12/19
51.75,51.05,51.75,51,,06/11/19
53,53,53,53,,06/10/19
52,52.35,52.4,52,,06/07/19
51,51.85,51.1,51,,06/06/19
52,51.6,52,51.6,,06/05/19
51.95,52.3,51.95,51.45,,06/04/19
51.75,51.55,51.9,51.4,,06/03/19
0,52.9,0,0,,05/31/19
0,56.8,0,0,,05/30/19
0,56.9,0,0,,05/29/19
0,57.05,0,0,,05/28/19
0,57.5,0,0,,05/27/19
57.75,57.5,57.75,57.75,,05/24/19
57.75,57.8,57.75,57.75,,05/23/19
58,58,58,57.9,,05/22/19
0,58.2,0,0,,05/21/19
0,58.3,0,0,,05/20/19
58.35,58.4,58.35,58.35,,05/17/19
0,58.5,0,0,,05/16/19
58.6,58.95,58.6,58.6,,05/15/19
59.25,59.25,59.25,59.25,,05/14/19
58.75,58.7,58.75,58.5,,05/13/19
59,59.15,59,59,,05/10/19
59.65,59.35,59.65,59.3,,05/09/19
60.25,60.45,60.4,60,,05/08/19
60,59.6,60,60,,05/07/19
0,60.5,0,0,,05/06/19
0,60.9,0,0,,05/03/19
59,59.15,59,59,,05/02/19
58.75,58.35,59,57.9,,05/01/19
58.5,59.05,59.2,58.25,,04/30/19
59.5,58.85,59.55,58.9,,04/29/19
0,59.4,0,0,,04/26/19
0,59.35,0,0,,04/25/19
0,59.35,0,0,,04/24/19
0,59.65,0,0,,04/23/19
0,59.4,0,0,,04/22/19
0,59.4,0,0,,04/18/19
0,59.6,0,0,,04/17/19
0,59.6,0,0,,04/16/19
59.4,59.4,59.4,59.4,,04/15/19
0,60.15,0,0,,04/12/19
0,59.8,0,0,,04/11/19
60,59.8,60,59,,04/10/19
0,59.05,0,0,,04/09/19
0,58.7,0,0,,04/08/19
0,56.25,0,0,,04/05/19
55,56.05,55.25,55,,04/04/19
56,54.8,56,54,,04/03/19
56,56.4,56.75,56,,04/02/19
61,58.75,61,58.5,,04/01/19
0,61.95,0,0,,03/29/19
0,70.45,0,0,,03/28/19
0,70.6,0,0,,03/27/19
0,70.7,0,0,,03/26/19
0,70.7,0,0,,03/25/19
0,70.85,0,0,,03/22/19
0,70.95,0,0,,03/21/19
71.1,71.2,71.1,70.95,,03/20/19
0,71.25,0,0,,03/19/19
71.15,71.45,71.5,71.15,,03/18/19
0,71.4,0,0,,03/15/19
0,71.95,0,0,,03/14/19
71.5,71.8,71.5,71.5,,03/13/19
0,72.65,0,0,,03/12/19
72.75,72.3,72.75,72.55,,03/11/19
72.8,72.35,72.8,72.35,,03/08/19
73,73.15,73.15,73,,03/07/19
74.5,73.45,74.5,73.5,,03/06/19
0,74.5,0,0,,03/05/19
75.1,75.1,75.1,75.1,,03/04/19
74.9,74.6,74.9,74.75,,03/01/19
0,75.05,0,0,,02/28/19
74.5,75.05,75.1,74.4,,02/27/19
75,74.05,75,74,,02/26/19
72.75,73.25,73.25,72.75,,02/25/19
0,73.05,0,0,,02/22/19
0,74.25,0,0,,02/21/19
0,74.35,0,0,,02/20/19
74,74.05,74,74,,02/19/19
0,74.1,0,0,,02/18/19
74,74.1,74,73.9,,02/15/19
73.9,73.75,74,73.8,,02/14/19
73.6,74.1,73.9,73.6,,02/13/19
73.3,73.15,73.3,73.1,,02/12/19
73.7,73.6,73.7,73.55,,02/11/19
0,74.1,0,0,,02/08/19
75.45,75.2,75.45,75.45,,02/07/19
75.6,76.05,75.6,75.6,,02/06/19
75.85,75.7,76.6,75.5,,02/05/19
76,76.3,76.1,75.6,,02/04/19
78.75,77.75,78.75,77.75,,02/01/19
78.9,79.05,79.35,78.5,,01/31/19
80,79.85,80,79.75,,01/30/19
78.6,79.75,79.2,78.3,,01/29/19
79.85,79,79.85,78.8,,01/28/19
0,79.75,0,0,,01/25/19
0,81.85,0,0,,01/24/19
0,81.95,0,0,,01/23/19
0,82,0,0,,01/22/19
0,82.3,0,0,,01/21/19
83.35,83.2,83.35,83.35,,01/18/19
0,83.4,0,0,,01/17/19
82.5,82.95,83.05,82.5,,01/16/19
82.25,82.5,82.4,82.25,,01/15/19
82,82,82.05,82,,01/14/19
82.5,82.55,82.5,82.5,,01/11/19
82,82.15,82,82,,01/10/19
82.1,82.05,82.1,82.1,,01/09/19
0,82.05,0,0,,01/08/19
83,81.5,83,81.9,,01/07/19
83.35,83.45,83.5,83.35,,01/04/19
84,83.75,84,83.5,,01/03/19
0,85.45,0,0,,01/02/19
